customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00494,Male,0,Yes,No,58,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),63.74,3681.3826103283563,No
CUST00495,Male,0,Yes,Yes,30,Yes,No,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,102.31,3051.948360679272,No
CUST00496,Male,1,No,Yes,41,Yes,No phone service,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),112.38,4590.02755219701,No
CUST00497,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),83.91,2612.304641376971,No
CUST00498,Male,1,No,Yes,58,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,102.08,5912.850742254259,No
CUST00499,Female,0,No,Yes,33,No,No phone service,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,25.9,854.1201521616259,No
CUST00500,Male,0,Yes,Yes,8,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.61,893.2531286130572,Yes
CUST00501,Male,0,Yes,Yes,10,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.89,372.0915742348286,Yes
CUST00502,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,45.65,400.8115240074401,Yes
CUST00503,Female,0,Yes,Yes,16,Yes,No,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),25.33,411.7376560325847,No
CUST00504,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,116.54,7802.362922617814,No
CUST00505,Male,0,No,Yes,47,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,105.2,4940.4509793688485,No
CUST00506,Female,0,No,Yes,51,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),111.32,5656.6668996740655,No
CUST00507,Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),104.72,2509.6017696530253,No
CUST00508,Female,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,67.95,1392.043399557357,No
CUST00509,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,112.41,7185.312949895981,No
CUST00510,Male,0,No,Yes,62,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),116.95,7227.959783699119,No
CUST00511,Female,1,Yes,No,50,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),70.26,3532.1627231522284,No
CUST00512,Male,1,Yes,Yes,35,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.56,1325.0670986368327,No
CUST00513,Female,0,No,Yes,65,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,85.86,5585.152368850352,No
CUST00514,Female,0,No,Yes,14,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.54,1619.1871606833502,No
CUST00515,Male,1,Yes,No,38,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,107.21,4050.447726336038,No
CUST00516,Female,0,Yes,No,69,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),106.18,7295.67362300406,No
CUST00517,Female,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),113.38,8.630630023008948,No
CUST00518,Female,1,No,No,22,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),109.4,2427.1973785700347,No
CUST00519,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.63,3719.2453521354423,No
CUST00520,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,91.83,5181.478047954333,No
CUST00521,Male,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,46.48,1525.0019267366918,No
CUST00522,Female,1,No,Yes,40,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,82.13,3278.726611173303,No
CUST00523,Male,1,No,Yes,12,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),72.15,867.9312378278976,No
CUST00524,Female,1,Yes,No,69,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),106.19,7322.520031685133,No
CUST00525,Male,0,Yes,No,5,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),69.17,355.8242181969962,No
CUST00526,Male,1,No,Yes,51,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,32.77,1658.4775812212258,No
CUST00527,Female,0,No,No,2,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,20.5,13.105513101150052,Yes
CUST00528,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),87.79,5407.193188420169,No
CUST00529,Female,0,No,Yes,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),74.99,3609.130252475307,No
CUST00530,Male,0,No,Yes,46,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,53.1,2432.081777587811,No
CUST00531,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),36.9,1969.2091803909764,No
CUST00532,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),66.67,4187.828818600015,No
CUST00533,Male,0,No,Yes,64,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),30.03,1960.9706380519092,No
CUST00534,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),53.61,3516.042132143276,No
CUST00535,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,57.92,825.423830606996,No
CUST00536,Female,0,Yes,No,31,Yes,No,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),66.56,2071.7818714289833,No
CUST00537,Male,0,Yes,Yes,67,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,66.66,4493.048656360262,No
CUST00538,Male,0,No,Yes,17,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,45.7,774.4381425677174,No
CUST00539,Female,0,Yes,No,42,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),105.02,4379.633112031386,No
CUST00540,Male,0,No,No,34,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,55.55,1908.5509060956151,No
CUST00541,Female,0,No,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),42.96,2443.7235536977446,No
CUST00542,Male,0,Yes,No,32,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),37.58,1228.049262596239,No
CUST00543,Female,0,No,No,13,Yes,No,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),52.26,695.6993778662338,No
CUST00544,Male,1,Yes,Yes,33,No,No,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),26.76,902.9973918476127,No
CUST00545,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,23.29,1444.7696341865076,No
CUST00546,Male,0,Yes,No,3,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),80.51,247.1699608979192,Yes
CUST00547,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,81.91,4779.637101396225,No
CUST00548,Female,1,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.96,2034.7830893194057,No
CUST00549,Male,0,No,No,5,Yes,No,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,96.23,491.96422793331345,Yes
CUST00550,Male,1,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),23.92,1138.1145856085627,No
CUST00551,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,113.6,4439.984796781152,No
CUST00552,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.51,1896.136109945469,No
CUST00553,Female,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.4,5901.988669129879,No
CUST00554,Male,1,No,Yes,26,No,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,33.34,854.6054421268644,No
CUST00555,Female,0,No,No,5,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.99,544.5563140974468,Yes
CUST00556,Female,0,Yes,Yes,12,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,71.07,807.6921403557803,No
CUST00557,Female,0,Yes,No,63,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),28.23,1776.5731125858963,No
CUST00558,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,81.67,5002.039405796792,No
CUST00559,Female,0,No,No,18,Yes,Yes,No,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.91,402.3849296645141,No
CUST00560,Female,1,No,Yes,42,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),97.6,4083.551105726431,No
CUST00561,Male,1,No,No,19,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,85.06,1643.4281234709574,No
CUST00562,Male,0,No,Yes,67,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),41.26,2788.582330263392,No
CUST00563,Male,0,No,Yes,43,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),57.48,2428.6821860552227,No
CUST00564,Female,0,Yes,No,22,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),20.78,459.4758382596865,No
CUST00565,Female,0,No,No,1,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,89.37,93.89858422423937,No
CUST00566,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.27,1128.0459043578549,No
CUST00567,Female,0,Yes,Yes,56,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),77.16,4326.687699218502,No
CUST00568,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),115.67,8240.444620792161,No
CUST00569,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,49.95,284.0843662920581,Yes
CUST00570,Female,0,Yes,No,55,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.02,6514.139014932022,No
CUST00571,Male,0,No,No,66,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),83.27,5482.863236247557,No
CUST00572,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),44.21,694.6897687336062,No
CUST00573,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,63.68,3202.518387600129,No
CUST00574,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,94.05,6723.999228672803,No
CUST00575,Female,0,Yes,Yes,11,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.65,682.2834110917973,Yes
CUST00576,Male,0,No,Yes,52,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),26.85,1417.0264395938714,No
CUST00577,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,36.86,162.53732399546843,No
CUST00578,Female,0,No,No,26,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,99.13,2571.673665256741,No
CUST00579,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),84.84,948.7585518332545,Yes
CUST00580,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,76.98,1234.4792962184697,No
CUST00581,Male,0,Yes,No,5,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.76,193.00615031083004,No
CUST00582,Female,0,No,Yes,4,No,Yes,No,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),103.78,428.73099862007166,No
CUST00583,Female,1,No,No,56,Yes,Yes,No,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),116.07,6519.522185905102,No
CUST00584,Female,1,Yes,No,27,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.09,652.1662333232081,No
CUST00585,Male,0,Yes,Yes,68,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,27.8,1925.9467210922576,No
CUST00586,Female,0,Yes,Yes,58,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,108.47,6286.945493502098,No
CUST00587,Male,0,No,Yes,32,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.56,3287.5951524137627,No
CUST00588,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),81.79,4966.633121431152,No
CUST00589,Male,0,No,Yes,49,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),114.5,5590.798809506415,No
CUST00590,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),84.64,1504.9897946928834,No
CUST00591,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.6,2847.937215634514,No
CUST00592,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,92.86,6019.790769613855,No
CUST00593,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),84.57,3920.0225072120706,No
CUST00594,Female,0,Yes,Yes,38,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),118.57,4495.1305257825425,No
CUST00595,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,41.39,2781.1157139649677,No
CUST00596,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,79.79,2566.081750508735,No
CUST00597,Male,0,Yes,Yes,12,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,98.02,1155.9251135380136,No
CUST00598,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),53.9,2828.884531264606,No
CUST00599,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,57.97,353.4776640006836,No
CUST00600,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,108.79,1408.7251673953508,No
CUST00601,Female,1,No,Yes,18,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,60.42,1097.528980157684,No
CUST00602,Female,1,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,82.47,4343.996838413907,No
CUST00603,Female,1,No,No,19,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),108.92,2062.3448566418842,No
CUST00604,Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,40.98,1143.8032471681618,No
CUST00605,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,118.19,2669.620605271188,No
CUST00606,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,90.2,5612.3091454191435,No
CUST00607,Female,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),69.61,3883.011163097678,No
CUST00608,Female,0,Yes,No,7,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.09,471.6132268334518,Yes
CUST00609,Female,0,No,Yes,61,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,115.44,7027.983385641717,No
CUST00610,Male,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,40.57,1125.533465280141,No
CUST00611,Female,0,Yes,No,16,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),51.17,793.8817576287904,No
CUST00612,Female,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,50.78,3323.632254621772,No
CUST00613,Female,0,Yes,Yes,5,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,48.9,253.58323699020397,Yes
CUST00614,Female,0,No,Yes,57,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),66.85,3838.45271422265,No
CUST00615,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,118.92,8082.413020131234,No
CUST00616,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,108.88,2938.9256850643383,No
CUST00617,Female,1,No,Yes,61,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,52.79,3186.5497353645933,No
CUST00618,Male,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,62.29,2479.11911246261,No
CUST00619,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,No,Credit card (automatic),86.95,5916.009973095346,No
CUST00620,Female,1,No,Yes,40,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.72,876.5440167493281,No
CUST00621,Female,1,No,Yes,48,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,102.02,4933.438749466105,No
CUST00622,Male,1,No,Yes,48,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,107.98,5146.0210568751545,No
CUST00623,Female,0,No,Yes,70,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),105.72,7404.989095016077,No
CUST00624,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.51,107.49525447805388,Yes
CUST00625,Female,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),66.2,597.3100718647657,No
CUST00626,Male,0,No,Yes,34,Yes,No phone service,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21.24,724.2143250262045,No
CUST00627,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),59.94,56.116308754995316,No
CUST00628,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.04,1496.2578416373308,No
CUST00629,Male,0,No,Yes,37,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,110.7,4069.5244561898767,No
CUST00630,Male,0,No,Yes,21,Yes,No,No,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,109.4,2292.10176430407,No
CUST00631,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),116.61,2886.837650059701,No
CUST00632,Male,0,Yes,No,42,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,108.51,4555.161914417303,No
CUST00633,Male,0,No,Yes,54,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,20.82,1119.2126111572215,No
CUST00634,Female,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,Yes,Mailed check,84.15,3148.699293965803,No
CUST00635,Female,0,No,No,28,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,26.82,789.6322615234507,No
CUST00636,Male,1,Yes,No,19,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,47.26,899.4851533229183,No
CUST00637,Male,0,Yes,Yes,40,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,77.83,3064.452197196509,No
CUST00638,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.06,4778.122658644177,No
CUST00639,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),85.46,1619.6722136129692,No
CUST00640,Female,0,No,No,18,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),24.91,422.0246862055866,No
CUST00641,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.36,1979.586058815485,No
CUST00642,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),32.86,934.096922896208,No
CUST00643,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.14,1519.140652576649,No
CUST00644,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,37.82,1234.0298065322165,No
CUST00645,Male,1,No,Yes,21,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,88.85,1847.7384176504002,No
CUST00646,Male,0,No,No,66,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.08,6802.969323039291,No
CUST00647,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),60.88,271.95814043659067,No
CUST00648,Female,1,Yes,Yes,26,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Electronic check,89.28,2319.6292554877978,No
CUST00649,Male,1,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),40.0,373.1450755602598,Yes
CUST00650,Male,0,No,Yes,47,No,No phone service,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,117.33,5539.922215814711,No
CUST00651,Female,0,Yes,No,69,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),55.0,3816.7713642798826,No
CUST00652,Male,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),104.59,6093.286610317106,No
CUST00653,Male,0,Yes,Yes,58,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),114.54,6634.225719475408,No
CUST00654,Female,0,No,No,1,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),106.47,85.97728496990379,No
CUST00655,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),26.71,764.1871272320708,No
CUST00656,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,85.03,5686.6721331802355,No
CUST00657,Male,1,No,No,64,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.01,2048.765245605204,No
CUST00658,Female,1,No,Yes,25,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.57,529.1873402167076,No
